,SKM_old_train_01,SKM_old_train_02,SKM_old_train_03,SKM_old_train_04,SKM_old_train_05,SKM_old_train_06,SKM_old_train_07,SKM_old_train_08,SKM_old_train_09,SKM_old_train_10,SKM_old_train_11,SKM_old_train_12,SKM_old_untr_01,SKM_old_untr_02,SKM_old_untr_03,SKM_old_untr_04,SKM_old_untr_05,SKM_old_untr_06,SKM_old_untr_07,SKM_old_untr_08,SKM_old_untr_09,SKM_old_untr_10,SKM_old_untr_11,SKM_old_untr_12
LNELDCt,,,,,,,,,,,,,,,,,,,,,,,,
LNLCCRNt,23.661210029645158,35.14867730778449,33.284127867456775,27.806879222352386,24.30740811202403,29.796114935791515,113.57427395393516,43.203958655272764,21.039394197022887,79.80713072904504,37.214595860321204,34.17221173106173,79.9059844150069,37.2366828217693,28.277916385323813,28.51401013426416,30.480394243424932,28.710711966253506,20.543102256099225,28.259502881450395,21.619018329884323,29.622095710221853,30.471567610942518,28.401190822850243
LNLCt,-679.822699804787,-378.7403941430122,-402.41062287604194,-405.189152082166,-443.95999660870933,-721.9601248997282,-412.7980119210774,-664.1090196716859,-774.3549827030945,-552.277393368486,-702.0269615239704,-294.54276076163103,-279.04453646270474,-464.5860026890011,-405.947418762476,-346.021195995648,-649.3026173534274,-313.7067367315454,-245.46000916864946,-715.7214849957516,-728.3227767396784,-757.4856478519065,-701.0473845738962,-627.7464063094682
LNLNCACRNt,7.4050582903697455,22.858725286498824,8.338003946373272,8.923724791062526,11.39919721832914,7.655205589264664,7.0277427294086685,7.206374688898799,6.347572267344691,9.100238734077868,6.733077905328534,5.4087482321700575,5.575614165401058,6.071248038126215,7.0668382320434,8.93417061253159,10.79259440887882,9.044197878969435,6.947470066849377,5.303313411646046,7.2470543124905955,6.21068683977206,6.334080138850135,8.106948174445492
LNLNCAt,7.405058290369749,22.858725286498842,8.33800394637311,8.923724791062538,11.399197218329187,7.65520558926453,7.027742729408671,7.206374688898793,6.347572267344763,9.100238734077868,6.733077905328531,5.4087482321700575,5.575614165401059,175.768084090662,7.066838232043413,8.934170612531583,10.79259440887882,9.04419787896938,6.94747006684937,214.59952772096983,7.247054312490597,6.210686839772076,6.334080138850135,8.106948174445476
LNLNCGCRNt,13.065858892320586,26.844348381770796,13.529738973549055,21.143980663678423,14.384562155315193,10.035265835234055,7.749775888855522,7.91312580629782,46.921301567259555,53.57111568106242,14.725190087713768,7.140036566370173,11.00591394420338,9.694759399992218,7.924892401547485,11.730940980757229,7.519071220163019,10.044819407726932,6.438523858872875,16.52836912192824,9.064413027204504,10.227837742258973,8.954583114488365,36.9227750956201
LNLNCGt,13.065858892320655,26.8443483817712,13.529738973549003,21.143980663678928,14.384562155315148,10.03526583523421,7.749775888855583,7.913125806298461,46.92130156725962,53.57111568106245,14.725190087713775,7.140036566370174,11.005913944203293,-160.00207665254462,7.924892401547591,11.730940980757186,7.519071220163081,10.044819407727056,6.438523858872994,-192.7678451873936,9.06441302720448,10.227837742258911,8.954583114488301,36.922775095620054
LPCHOLt,-45.05305107348573,-113.01990119609172,-34.43885697011164,-165.40278654821492,-34.20242377247322,-102.17676281810371,-26.38990217076348,-135.67046156738067,-78.76135538372793,-71.72400433424924,-25.196178942088554,-97.61972195585801,-40.26679983294115,-66.00999893878264,-83.61562837326424,-100.26813470316503,-28.731206868916747,-29.449830028152498,-27.374420399047708,-103.54636608452944,-79.7334007017603,-39.12270981424559,-87.64438205999915,-77.1777885104683
LYSt4,403.96662898849524,512.1380557817544,299.37041904873263,374.75809473078294,540.5151264898102,464.773381767896,400.042277476769,264.4478902103987,521.504265106452,616.5261411615488,452.04930590631346,592.9289181031595,182.43689670408406,492.27874848217317,596.2351361581809,782.2199283729428,333.65447792142436,634.7538348354103,295.4326281156534,319.859391499072,415.4576510076032,350.5051163168032,357.59768580957814,417.34532945260537
LYStiDF,412.48026512265284,367.1929960233834,557.1410065771774,625.7656607949942,558.496360373646,608.9870796925776,767.2804034460172,682.7291798151869,710.3312744737378,831.4319614999287,489.15443977788726,757.0923811196946,467.3009819767002,352.07079909559224,266.98539434097734,744.6315677285193,487.223429070103,260.0927389431313,355.7371936563076,809.7845216442006,737.8264878319542,621.3309756539039,391.3654585143119,436.617959717839
LYStip,,,,,,,,,,,,,,,,,,,,,,,,
LYStm,,,,,,,,,,,,,,,,,,,,,,,,
LYStn,,,,,,,,,,,,,,,,,,,,,,-11.265290639566121,,
M4MPDOL_Uter,9.349538148116473,5.085928525280395,6.020679555793121,4.706040026960264,4.815966559187895,3.975909148468779,5.101366152256028,3.996574095126193,5.7666036099688265,6.129558427022259,7.9107088916441715,3.9430136763596577,5.416643357405732,3.425918413560941,4.092673388119682,8.955490279839317,5.023557226028354,4.411182062168758,5.927687013052024,4.287754604144619,8.060693278212478,4.976922105807539,4.043245604374641,6.1986191241984505
M7MASNBterg,2.492911812003742,2.9341555902956267,3.4713058000366845,2.754651215156144,2.670551359114989,1.645872319849503,2.0821362683169187,1.9184435663374149,3.508984202458197,4.341740276434961,5.896764352664316,2.4885115787890992,3.476021647424671,3.425918413560932,1.8753476576959072,7.135908946079665,3.2771723945894116,2.500896952951274,3.082580436996531,1.3684657177520387,6.727788177556649,2.8898041094705254,2.1203274431473096,4.698043189077502
M8MASNterg,6.856626336113427,2.1517729349844625,2.5493737557564033,1.951388811804167,2.145415200073376,2.3300368286192743,3.0192298839391194,2.0781305287889245,2.257619407510656,1.7878181505872628,2.0139445389799957,1.4545020975705334,1.9406217099810579,,2.2173257304237595,1.8195813337598166,1.7463848314388934,1.9102851092174828,2.8451065760555636,2.9192888863925344,1.3329051006556976,2.08711799633704,1.9229181612276935,1.5005759351208854
MAGt,31.65164227862189,-39.45706992404142,2.078341172392618,153.38511791029694,66.25088007004366,12.367860575396731,-25.8379559762578,21.10848597463156,171.27524249273685,192.26472493181024,7.003502340822047,-56.505451303798,144.33139497573853,140.27738469611705,64.51951369905053,112.61744155209416,13.066832290779313,66.30518484051012,-72.42764800819097,141.1572301389015,176.21569798153934,12.398871414156623,17.7351805070395,-1.7846296849605527
MALSO3tm,108.12586157700223,40.832118160712135,82.44700842579273,-191.46904126148596,80.84717776420328,262.2858512046507,347.1888506818981,37.858448774305586,-177.0402099313427,393.0568961776069,-114.4661200720116,-461.6746400454786,-195.1224448697346,400.7790796237336,-370.53852361134676,179.45357530079968,151.11210759041552,139.5023823474701,316.9105265170024,25.0776650019825,115.141018027885,-239.16742583962352,-192.56374391791763,272.6036500760265
MALSO4tm,,-389.3140354274931,-152.14810073088185,243.91700237390378,-180.7139712051119,120.18747243110512,24.913032610503606,-202.79500750142515,-93.04020967841488,,-139.5386510082982,-233.88950753011125,-236.90452823194298,,147.602498264243,292.60786341716346,-132.36758828838057,210.3388128800618,,-127.26206612600538,-21.36837917194001,,102.02076719169958,
MALtm,-199.71177331519164,-150.93980893511994,-231.95772896531565,-186.4689606805625,-477.0707410297099,-372.22410977485276,-151.14305638706583,-227.55771815703224,-389.77078072823,-182.34139040290867,22.20382851407463,-132.12540135592005,-55.95208721144212,-326.9783909057891,-78.44470090759579,-260.99719872547536,-155.8974337824496,-144.1584820859166,-442.13414143911154,-409.72684950393347,-130.3654221039578,-258.3528168032397,-370.5313942614885,-327.168275095891
MALTSULtm,,,,,,,,,,,,,,,,,,,,,,,,
MALTt1r,,,379.65128306614935,222.1777939485768,,,,,,,,,,281.59122312283665,381.73582093044723,,424.8943289415165,449.448536775869,,,,,,
MANt1r,-169.77047977515966,426.2012783834542,-19.474939746796128,-100.7005285300315,-159.4650527952229,-253.03103320404708,313.3023935467497,-93.59987108287208,-95.04657456321816,-274.26782612806994,-233.55012597542444,-107.72740626203465,-229.28223174297062,-41.80080405727695,-84.53209396820667,198.98477773102042,-90.35954335960031,271.38717244329314,-79.3345552658043,-20.053114785339837,210.65910543279088,217.1187606620209,452.93856673133155,-122.25377527441239
MANt4,164.2193930334388,-452.20785778661525,-34.63314133355372,100.51022197774124,116.22748975153321,251.9239123506776,-273.19089287782054,35.705500277470684,72.62677570935526,304.65235861052236,239.73695348105932,113.59164501937676,223.24336712624878,41.010308490665686,91.74984037416759,-251.1002167813917,49.88683266810384,-304.3190207049995,52.990144795556205,2.543457247887034,-199.18478718912,-187.07431690585366,-423.730360113615,90.53038165422271
MANter,2.492911812003786,2.93415559029563,3.471305800036659,2.754651215156144,2.6705513591149654,1.6458723198494996,2.082136268316846,1.9184435663373796,3.508984202458201,4.34174027643494,5.89676435266429,2.4885115787891374,3.476021647424688,3.4259184135609324,1.8753476576959127,7.135908946079632,3.277172394589461,2.5008969529512615,3.082580436996482,1.3684657177520432,6.727788177556665,2.889804109470497,2.1203274431473362,4.698043189077505
MANtg,53.6043170766943,27.5814155613864,32.65277153472222,25.481588946605424,26.225247996014637,22.20958257096339,28.52606064521928,22.061001004420447,31.090637457354806,32.43561028569856,41.56748899720139,21.16957047936845,29.02383849701098,17.12959206780445,22.680692671022644,46.597032732955306,26.864170961580037,23.96619542006169,32.48354164131564,24.3580619071156,41.636371491718336,26.971728525374214,22.139146183100316,32.49367155611038
MANtly,53.123394994624135,63.95372391743204,77.6158509312706,46.51428036730644,71.34057726761735,48.97008619580792,33.94247419074017,69.30049521415843,58.94384315375565,49.7915722251624,45.42190223174235,53.23782675812825,68.93562155575938,40.35704415879097,29.15277629443988,60.66848847020222,52.52635297891834,65.56476048207116,57.88136677264344,86.40352093699673,38.6027653607098,42.37778989530909,30.4729585903402,54.60959862421619
MEOHt2,437.36843447470557,150.64508199132948,,,,,226.64756085409718,159.94457531717998,,,,,,,,,,,,95.8498645305109,,,,
MEOHtly,,,,,,,,,,,,,,,,,,,,,,,,
MEOHtr,,,,,,,,,,,,,,,,,,,,,,,,
MEPIVESSte,,23.586923300189508,19.73069085653288,31.410966054275033,,25.32434903882534,13.785798326852133,,13.14339875614832,22.185614213179615,15.637298191402143,28.66487592872867,,36.2395577453708,17.310374263931916,12.985306397454176,69.58942300836519,,16.168107715649114,28.682387069380223,11.393558503396465,21.33222329090329,30.47908547471704,28.11057797876161
MERCPLACCYSt,,,,,,,,,,,,,,,,,,,,,,,,
METLEUex,,,,,,,,,,,,,,,,,,,,,,,,
METtec,,,,,,,,117.19889453618802,,,,,,,,,,,,,,,,
MI13456Ptn,-5.416443632852488,-2.896547301850264,-18.950207112905364,-9.51537966236778,-8.385608923677824,-5.101530745471372,-16.648201106106157,-4.3134400936613675,-16.5400838240313,-24.659244385857097,-12.278406242411103,-9.392319200079909,-4.718518270875261,-7.239641783144885,-23.97071267268064,-5.718280773645059,-8.352768620691073,-14.044631538459305,-11.362335803441367,-8.637333966665004,-14.694784102712095,-9.956938053834358,-7.63465683944951,-11.279168789816456
MI1346Ptn,,,,,,,,,,,,,,,,,,,,,,,,
MI14Ptn,-71.49040026680633,,,,,,,,,,,,,,,,,,,,,,,
MI1P_Dtn,-8.977223018949003,,,,,,,,,,,,,,,,,,,,,,,
MINOHPtn,5.4164436328524745,2.8965473018502608,18.95020711290221,9.51537966236778,8.38560892367756,5.101530745472264,16.648201106106164,4.3134400936613755,16.54008382403177,24.659244385857104,12.278406242411101,9.392319200079887,4.718518270875249,7.239641783144921,23.970712672678726,5.718280773645278,8.352768620691068,14.044631538459306,11.362335803442416,8.637333966665004,14.694784102711994,9.956938053833776,7.63465683944951,11.279168789816541
MTHGXLt,,,,,,,,,,,,,,,,,,,,,,,,
N2M2NMASNt,8.173503999208537,3.4204587758810736,4.901954315542381,3.812905421655405,2.210901519203731,2.1135192116403356,3.5041080408808822,2.5916128860191887,3.6713535813586216,4.728117333704675,4.933568715012266,2.436033694971674,3.937126377674958,1.5929371684982452,2.8680696760561766,7.16956736337819,3.6191854779810955,2.749440681651525,3.3757231738023084,3.3197288214692127,6.913303732930967,3.1482123938743216,3.326913486556633,4.6730161286710175
N2M2NMASNtly,16.531764182633164,19.652438223080257,24.753225070172917,14.611625517130648,21.17512738255385,14.460972128440131,9.716899952204933,21.695203862279072,17.552697689308392,15.195749648403487,12.163493900615352,16.238962271321398,21.499023538855663,11.61936680786758,8.492988386083136,18.436906573606326,16.104412578258604,20.193178780173138,16.74182508496485,27.83314786299012,11.720198908288562,12.29722025316993,9.441320745628701,16.677596545878732
NACASPtm,28.084297962193368,66.28887813108346,52.236325287900904,116.45215869279747,45.53289179659619,110.22051091148276,70.14742594733642,77.78506995761656,38.00147344886805,94.91113505568161,94.29869978595735,37.308597401224745,65.00250430886959,44.824382350680324,127.87391363883678,74.78494895809614,126.55166193685557,83.99606642877737,148.88558183508712,64.42278431385893,65.17001755045546,62.2407019921274,64.98779471866065,58.590517841709854
NADH2_u10m,116.76405316933486,192.97283673552676,146.23440851223114,151.0553721388595,100.27475209547892,91.75945254429726,119.1522199668631,87.89638797953415,149.64268724292057,64.89201453014023,171.99431017357318,156.87905949026404,143.51180499320202,184.9363067530162,92.62813529339499,122.88816857848835,166.80738921165423,189.31769611211436,114.03971274795099,128.87821952510535,197.3536234056071,130.12952319081816,144.650216825736,100.37340330414254
NADHtpu,,,,,,,,,,,,,,,,,,,,,,,,
NADHtru,,,,,,,,,,,,,,,,,,,,,,,,
NADPHtru,515.3370824041856,494.69251641935665,508.395763533659,532.5404228022171,377.97922702674396,431.45479386831266,613.7180319109488,325.747403098745,566.0813289190111,575.4302172327307,529.3815393753861,452.3105099673449,453.0109119355034,419.9420926155895,440.0592384080572,430.18293248116987,621.8125493417256,463.4759621701776,474.60016553100087,551.3099353633102,523.9221165418409,512.7237091681732,386.3746406693526,670.7538673204651
NADPHtxu,46.27126924961295,29.483253508612847,30.75974929014797,89.82819201767667,97.30404215503685,77.58568534108058,68.49387187637406,23.849717211685643,52.85994715799332,66.33686224557789,29.14412075951569,43.08411539931989,60.19451280672695,51.924339455248386,77.7989967369505,50.772040093486616,77.39628373694488,66.55455341720227,30.882131471225765,52.19619147603134,41.562787642347004,66.1582445948315,62.79513938312838,121.84450836380203
NADPtru,515.337082404185,494.69251641937916,508.39576353365925,532.5404228022159,377.9792270267432,431.4547938683116,613.7180319109526,325.7474030987417,566.0813289190106,575.4302172327334,529.3815393753874,452.31050996734075,453.0109119355,419.9420926155896,440.05923840805804,430.1829324811699,621.8125493417251,463.4759621701796,474.6001655309986,551.3099353633102,523.9221165418395,512.7237091681736,386.3746406693529,670.7538673204691
NADPtxu,46.27126924961337,29.48325350861694,30.759749290149543,89.8281920176749,97.30404215503637,77.58568534108072,68.49387187635881,23.84971721169359,52.85994715799329,66.33686224557513,29.14412075951369,43.084115399319906,60.19451280672719,51.9243394552358,77.79899673695185,50.7720400934818,77.39628373694384,66.55455341725296,30.88213147122764,52.196191476029156,41.56278764234882,66.1582445948313,62.795139383136124,121.84450836380194
NADtn,,,,,,,,,,,,,,,,,,,,,,,,
NADtru,,,,,,,,,,,,,,,,,,,,,,,,
NAHCO3_HCLt,,,,,,,,,,,,,,,,,,,,,,,,
NAIt,,,,,,,,,,,,,,,,,,,,,,,,
NaKt,17.801588475743788,13.882093092415513,83.81241796458963,14.40092401920917,24.885933224510794,16.47906705398417,13.68780704047573,8.765104891585446,12.859412475549432,19.121350902917104,12.619313769566965,16.200719107702568,11.3266532138661,6.494278495569646,15.048917655018505,6.340900085151892,8.230993909286328,9.091566414577839,39.791118538002024,18.238553923883508,9.767370004318398,15.52266371676207,19.64987608074604,15.366127742449095
NAt,-409.3450831188668,-377.19662217301953,,,-208.79892890344948,-208.65048686114105,-303.3904854620428,-314.3318584839575,-280.4660647539329,-96.5308282290012,-261.3145202487693,-445.02319840775795,-253.91729452490085,,,-267.56842828661576,,,-297.1985608403597,-252.40371348308426,-318.6815180511747,-348.62551722711993,-353.08250590491144,-368.0033086863968
NAt3_1,,,,,,,,,,,,,,,,,,,,,,,,
NAt3_1g,,,,,,,,,,,,,,,,,0.0,,,,,,,
NAt5,,259.3640874420001,,-261.3245710491065,,,,,-474.2283515205123,,,,,-453.60327501812907,-347.1559015258266,-300.41669589872026,-201.079040262789,-382.24925936719967,,,,,,
NAtx,210.11014809833458,39.32038513771002,255.43744535684567,282.01707583266847,283.57818127320184,278.5516406027931,713.5380590219758,700.6657292625638,217.77993498526772,339.0618140692308,232.46401304205025,208.68123629557007,233.0439051906007,341.42838306679977,109.27986449419078,265.7713800639914,251.16107642883298,82.81399966842845,239.8223293423742,423.68927523866796,218.43155918544258,518.9480760149885,662.8056891594528,158.8896632383533
NCCt,,,,,,,,,,,,,,,,,,,,,,,,
NCKt,267.45189357893133,8.530036584978546,562.0203885258012,20.317184846124793,30.567840240679644,674.9296694507198,199.0062221789379,198.2404154252536,11.272463901897048,19.900206676881297,134.5365746278447,436.51399237426443,9.244205145803965,9.229863552557942,13.11218915865073,10.924700091741311,393.8745906453866,5.750519392104042,220.05019728652914,486.3981371793625,401.53561338006136,-241.99629026942375,10.37642822636789,307.5477876150231
NCNt,,,,,,,,,,,,,,,,,,,,,,,,
NH4t3r,,324.6365504938869,,396.32258632823306,,,,,-14.505930657360032,,,,271.91502684333506,229.1856384148013,144.60447642257546,,607.5460453814632,341.67858988443106,,,,,,
NH4tn,-43.60594235396347,-50.19914881254598,-30.987350968581477,-22.694771023399365,-44.51787739732566,-40.079025772839266,-93.14413455381808,-69.81947100761914,-44.67695223835261,-20.704937966137464,-26.413882014902974,-87.38115526248895,-56.17783689024207,-23.648494151918342,-25.386783349579883,-25.84780844249563,-49.03456697001443,-38.139904680254226,-59.6524718259982,-24.230912817300162,-43.873180957297706,-63.836256462628285,-55.9666206237519,-19.453350975829967
NH4tp,-131.92826032025087,-134.9408605435085,-108.40552454353757,-80.54659638754309,-99.69772071147223,-132.31769925036488,-182.26930469274848,-44.09594857340843,-70.86997549954553,-122.83976526232529,-143.5119117608977,-185.51870210192396,-113.59647568649044,-82.16589860473529,-78.71768384024719,-192.2112416371488,-112.66746175665303,-79.43352720500432,-126.93015647399213,-213.24768897057044,-254.1998717112471,-95.27091344015307,-109.46084639400524,-184.93392231185365
NICRNTtn,,,,,,,,,,,,,,,,,,,,,,,,
NKCC2t,-815.7892723542341,-570.1401294066101,-634.0518701413445,-79.52366108067703,-378.4575822924785,-463.59790797779965,-78.19837512526044,-831.5931911393772,-401.6628214375897,-106.74048667801826,-404.9325662171057,41.324167095873264,-384.868170412169,-105.02989850521588,-357.37918655390234,-607.2948488602389,-13.309784471054881,-159.60983661716892,-860.6544447737796,-772.1164691120415,-731.1311638082296,-755.7043084565006,-540.2004540592677,-790.4566498485763
NKCCt,471.6782191869238,285.79208556792236,512.8526290317101,-53.792190110826276,330.09544792858935,-17.289960608469773,-84.28388487869512,549.0740351167336,222.08649084051564,214.19540787093464,145.30056284247783,162.2764413146221,-131.0201422888755,-166.8199436305968,285.54320526557433,506.7354071820034,-626.2802217606263,-311.73001415995503,486.96736396899803,227.80026904773308,79.59278432007643,685.5263539836488,237.97727366159057,437.05982995474227
NMNtn,,,,,,,,,,,,,,,,,,,,,,,,
NPTHLte,,,,,,,,,,,,,,,,,,,,,,,,
NRPPHRSFt,,,,,,,,,,,,,,,,,,,,,,,,
NRPPHRt4_2_r,409.63070965832793,399.858189802124,,,-219.0013149940724,-232.57159010223685,-216.51199720519415,-141.5147697369772,-131.49917894938528,-295.5311254119157,,,281.23778423217226,-235.10590296300975,,,-89.59602133056177,316.54473431396804,315.26295260881597,-186.97758795874708,-78.76731946517889,,-102.04223674739808,
NRPPHRtu,-394.36568668792626,-356.1448529610962,-161.30062166060046,389.415284425286,253.51565291737006,307.83444339416843,254.14739247562082,194.25588952434873,171.80291652160133,356.8647063234618,40.37776615896024,139.29662539208624,-249.01125877264803,321.14274848153957,236.8863305229775,449.36859634279006,173.24238092404948,-278.1108455957199,-269.05700818622313,242.01970610411036,142.11804653249456,138.19561801225947,157.4302017329176,-85.15148375484856
NRPPHRVESSEC,,,,,,,,,,,,,,,,,,,,,,,,
NRVNCCOAtx,15.403358865809851,13.679724313608675,59.148562216442244,18.376861512100053,20.540196233427864,10.57460790167709,21.249519467388325,12.095634005884273,17.146344274698833,17.796329436396842,15.475776856515742,16.801555667176075,11.478202578327299,27.36449356292798,10.150456538487436,10.245162266738681,11.531686352317388,16.846162795652614,22.753529008710146,23.908379186872363,18.755431833020676,14.020212837419306,39.85415059402768,21.986897333965473
NRVNCCRNt,,,,,,,,,,,,,,,,,,,,,,,,
NRVNCt,-325.752331375493,-337.48541577322703,-202.12470530753973,-145.34690090449033,-181.54564193172286,-97.35970110407321,-273.1480517093744,-284.94433140141297,-163.95975924997433,-30.845319749596168,-233.67935349059698,-263.9099091358982,-227.34519184053414,-68.90785512237206,-285.4494883203206,-257.5199537036966,-169.78224231039093,-229.4995879364503,-323.09382871015066,-69.69644255482062,-301.5861027811089,-338.1894483331099,-334.580460852024,-347.54808003908175
NTMELYStner,,,,,,,,,,,,,,,,,,,,,,,,
O2St,-968.6214243122402,-975.0797439014973,-967.1718712317684,-966.9255764438046,-975.7818138234082,-938.5243900133617,-949.0779104622953,-928.944775752519,-960.9296505785217,-975.8484856593811,-919.0094621310234,-965.6064081495017,-924.7040161671559,-978.721270842723,-940.5865534335369,-968.0418056934901,-965.7037066633587,-955.2818829175224,-938.4106641154708,-958.4979871422025,-977.1006375229605,-939.3767882432404,-964.9225689815602,-964.9697927763076
O2Stm,97.8798021974779,12.664616339967903,16.307757058064315,31.065793072363455,139.1590832129699,107.16358321356239,23.159936647207136,12.740331216102842,17.53632534328565,25.53097055580732,12.708567138359491,69.97993246509144,30.257114103739,86.84890360121553,39.50661482008679,25.321576851416264,61.37854351425164,20.186695872225204,90.22841575367818,69.95756031100593,49.01287276657613,39.48710887829275,90.42021573392006,25.358429562000666
O2Stn,15.456897045687823,11.881907756909596,95.26375860958963,41.565332409638756,48.051532443511384,20.31022853229194,22.875050874439008,16.82093402445623,21.941590835517708,15.041507387923025,24.488153042325553,17.9462708416886,24.79784339497096,13.718355717748743,13.099015124288574,16.92210613044138,25.195249071038347,28.363725082491072,21.191231197443226,23.99193315823642,22.32445842414496,26.099888714123725,15.744918493692403,30.30677430014012
O2Stx,463.00646410196373,524.740274179191,527.1620934915862,486.87238517962487,387.4820269078356,432.1175914637987,551.0317397019734,610.6162889695145,517.8551680419839,444.44335362983367,465.1991681983535,501.093881222343,515.2726224635333,425.7421686171405,396.56621910501957,536.198016642413,636.5661371667546,410.7769637796972,441.3452532315538,500.5081020388074,473.8297211574018,475.9803857536092,488.79287177099957,415.3382044027489
O2t,958.7455540553465,922.0656517545303,941.5857388045744,951.4072502549255,930.2604220824134,950.5759279316277,952.455217784211,919.8205647734924,949.3372760536829,932.1833436011715,882.691095763689,949.0288030669666,947.3443595791872,940.3444574473006,948.6385619616603,966.294295047311,910.4529427242288,954.3531094311932,936.4039994830152,970.3251968616305,947.7260102140211,926.4234914048131,960.3826913412229,925.2606400992395
O2ter,177.01900629181742,182.48961158750438,143.11747769403175,181.60802151591315,198.1930469742368,161.07138703769422,157.49432910147883,163.36100949904835,189.36622740570417,167.2670887884653,148.84006135294769,101.43144983189877,138.60144366154142,123.41974261740363,173.660754056966,158.71489550046144,208.60925161110532,198.27797274508953,187.32462278383574,132.8378905162953,160.7864748660494,143.661840062968,132.9488034107837,150.0474772890743
O2tm,427.4461972084935,247.6948740537457,321.26666377073576,268.43008895938976,243.54599968828234,347.3294592555178,340.08214605916527,406.61788218673064,312.6334426493948,470.55417661892216,199.40094376227125,286.65188615435636,437.0318190154755,319.7993498623648,200.0094496333205,273.1693838476455,397.1382580234712,324.62769389030007,303.72214133684093,399.5535379222677,343.6411280578377,290.744776993491,345.6775880331568,508.5492641987159
O2tn,-7.728448522843923,-5.940953878454816,-47.63187930479482,-20.782666204819677,-24.025766221755692,-10.155114266145972,-11.437525437219461,-8.410467012228164,-10.97079541775889,-7.520753693961503,-12.24407652116286,-8.973135420844454,-12.398921697485507,-6.859177858874417,-6.549507562144347,-8.461053065220604,-12.597624535519177,-14.18186254124552,-10.595615598721606,-11.995966579118216,-11.162229212072212,-13.049944357061928,-7.872459246846115,-15.153387150070676
O2tp,21.14368723890299,-173.89028689360475,-171.09329519411452,-134.89604555286292,-128.73360937270053,-173.22752700440427,-178.07019452186955,-166.61102476959965,-36.63440423864924,-92.6923798313039,-104.98597915784953,-98.08523044729695,-97.08590829886683,-56.365216366008084,-108.98862934984707,-231.92526681970094,-172.93833169144904,-155.43881430655478,-149.28599521194124,-12.576107479268837,-192.63914639843873,-81.76297170956961,70.40331871554307,42.296850364085984
OAGD3te,,,,,,,,,,,,,,,,,,,,,,,,
OAGD3tg,,,,,,,,,,,,,,,,,,,,,,,,
OAGT3te,,,,,,,,,,,,,,,,,,,,,,,,
OAGT3tg,,,,,,,,,,,,,,,,,,,,,,,,
OCCOAtm,30.556422471675038,18.602092802865478,14.087361774208365,28.962968173180144,14.310723768513851,19.57792968388235,21.21133520357242,15.967050492793657,24.943394927034902,12.878424234822534,15.438299906484742,9.014809211922657,25.966459277184633,20.790698580544277,12.46667174199667,10.429242727618579,41.77979619790643,23.32927174250996,12.84165839923223,8.321147528505243,7.134716342479415,14.719945831425521,16.820150588710817,23.31286847880925
OCCOAtx,121.917431402901,305.1036388392668,-28.76125779266217,156.82640792818864,-36.77367345949874,100.60166637851462,151.99830085365136,111.11476391215774,170.48414002966769,168.92603971362752,195.05504461720716,127.9265955083529,256.14992920427767,182.8515807777728,232.3221280769197,-29.094553467853412,55.89583972400522,-37.47895627595374,89.26981597100713,229.61444498054766,-34.057530748254926,131.32995327983025,252.43421130045635,71.57921193081172
OCDCEAtr,,,,,,,,,,,,,199.8151013876986,,,,,,,,,,,
OCTAt,26.753441069025147,60.97996702042649,14.290456349343925,38.78074709748142,12.65501539293699,7.858578479941737,16.682903834306728,17.108872299908832,9.329903794130576,9.09410478053617,9.552548752482705,19.409349779749675,8.05763462159499,14.55382947033074,13.845185210995893,15.208195776383219,8.415927123551054,8.168951098306938,7.680338891398103,7.140027800039317,7.262663981046301,11.401215650564065,12.300285669290364,20.591237832006858
ODECOAtx,-6.674391668789736,-5.156751311472255,-47.33713202906918,-13.50613814284507,-17.239556617175463,-5.299471068120813,-11.078240805391319,-8.292287390602766,-11.794731370344042,23.916577782235542,-8.698726140458271,-7.093903393101489,-5.574688327797322,-41.19991661468696,-4.418874342063617,-5.09026491865508,-4.7497611896828476,-13.01671168079556,-17.722791817478114,-17.28735548137318,-9.47919167818096,-2.188234504233465,-23.78138884877663,-18.60169144090437
OMEPRAZOLEte,,,,,,,,,,,,,,,,,,,,,,,,
ONPTHLte,,,,,,,,,,,,,,,,,,,,,,,,
ORETNtn,,,,,,,,,,,,,,,,,,,,,,,,
ORETNtn2,,,,,,,,,,,,,,,,,,,,,,,,
ORNt3m,277.39169778464867,589.527790872616,509.5947495660988,351.05420547750543,579.0725267887985,527.4920470080949,406.7656525117777,660.8834505259921,450.2904358297155,410.7515827884916,350.6373324250577,457.0736430885581,276.9329341534906,482.93257482372564,486.8891540354025,570.937770828208,533.9695518320738,448.40611940885606,416.42518451723646,317.6029211026229,333.7622230127545,620.033086878402,488.6812994224004,402.56637108312947
ORNt4m,,,,,,,,,,,,,,,,,,,,,,,,
ORNtiDF,675.0577641603536,609.0793063029936,573.9305527253015,362.6286693888727,427.3906803365764,617.8928366902669,478.6651057614342,824.7505941229371,495.9219401615082,451.68573173905065,713.4631738539314,382.12385343804254,572.9386761704264,431.0435390177005,279.3522953013333,299.65461445527876,371.0562653966662,771.9802613820973,576.3885253351049,389.6376374971178,300.15064336547914,611.2362079962901,422.5775865816279,318.0714047047487
OXAHCOtex,,,,,,,,,,,,,,,,,,,,,,,,
OXAtp,,,,,,,,,,,,,,,,,,,,,,,,
PA_HSter,,,,,,,,,,,,,,,,,,,,,,,,
PA_HStg,,,,,,,,,,,,,,,,,,,,,,,,
