,L_MODEL1707110525,L_MODEL1707110526,L_MODEL1707110527,L_MODEL1707110528,L_MODEL1707110529,L_MODEL1707110530,L_MODEL1707110531,L_MODEL1707110532,L_MODEL1707110533,L_MODEL1707110534,L_MODEL1707110535,L_MODEL1707110536,L_MODEL1707110537,L_MODEL1707110538,L_MODEL1707110539,L_MODEL1707110540,L_MODEL1707110541,L_MODEL1707110542,L_MODEL1707110543,L_MODEL1707110688,L_MODEL1707110791,L_MODEL1707110975,L_MODEL1707111000,L_MODEL1707111001,L_MODEL1707111002,L_MODEL1707112651,L_MODEL1707112652,L_MODEL1707112653,L_MODEL1707112654,L_MODEL1707112655,L_MODEL1707112656,L_MODEL1707112657,L_MODEL1707112658,L_MODEL1707112659,L_MODEL1707112660,L_MODEL1707112661,L_MODEL1707112662,L_MODEL1707112663,L_MODEL1707112664,L_MODEL1707112665,L_MODEL1707112666,L_MODEL1707112667,L_MODEL1707112668,L_MODEL1707112669,L_MODEL1707112670,L_MODEL1707112671,L_MODEL1707112672,L_MODEL1707112673,L_MODEL1707112674,L_MODEL1707113217,S_MODEL1707112675,S_MODEL1707112676,S_MODEL1707112677,S_MODEL1707112678,S_MODEL1707112679,S_MODEL1707112680,S_MODEL1707112681,S_MODEL1707112682,S_MODEL1707112683,S_MODEL1707112684,S_MODEL1707112685,S_MODEL1707112686,S_MODEL1707112687,S_MODEL1707112688,S_MODEL1707112689,S_MODEL1707112690,S_MODEL1707112691,S_MODEL1707112692,S_MODEL1707113891,S_MODEL1707114025,S_MODEL1707114026,S_MODEL1707114027,S_MODEL1707114599,S_MODEL1707114600,S_MODEL1707114601,S_MODEL1707114602,S_MODEL1707114603,S_MODEL1707114604,S_MODEL1707114605,S_MODEL1707114606,S_MODEL1707114607,S_MODEL1707114608,S_MODEL1707114609,S_MODEL1707114610,S_MODEL1707114611,S_MODEL1707114612,S_MODEL1707114613,S_MODEL1707114614,S_MODEL1707114615,S_MODEL1707114616,S_MODEL1707114617,S_MODEL1707114618,S_MODEL1707114619,S_MODEL1707114620,S_MODEL1707114621,S_MODEL1707114622,S_MODEL1707114623,S_MODEL1707114624,S_MODEL1707114625,S_MODEL1707114626
HMR_0580,1.0403397831517873,0.44313121195401983,1.0306368339232903,0.5263631928043537,0.17965824716593035,0.3268482479699832,0.5088705776187374,0.9778463085740151,0.3452454437364988,0.5600957874559621,0.4077037520934037,0.7341832741371119,0.5318390684948714,0.922590238480884,1.070974867565571,1.1471199999999995,0.7993160127308465,0.6136273200344293,0.36635263936323076,1.0402992117466832,0.39911917282574155,1.0409239966326715,0.3346721182264288,0.4461617896091364,0.8191432751376791,0.39595062762480504,0.5152250972444334,0.9595511503260648,0.2480409622494427,0.8935174758266919,1.14712,1.14712,0.3349188646266723,0.44440304853207035,0.6648156607738895,0.49518092790499607,0.3129994451177579,1.0133197715904148,0.42704337382781987,1.14712,0.6939500010769417,1.14712,0.4709736553468554,0.5456763285114729,1.14711999995254,1.14712,0.3501194073268738,0.5372061982230706,0.351855788688798,1.053014124090223,0.20184128439018825,1.1471200038731888,0.17025802469052342,0.24572077018994637,0.14651250405672508,1.14712,0.4413530108979528,1.14712,0.9921137662639329,1.14712,0.6083473115866523,1.0565719233254718,1.14712,0.280847850276666,0.11612015466776202,0.2509115277947225,0.383778048720647,1.077929340054901,0.21822535328576745,0.2861628584871502,0.7887687046368486,0.560448365425259,0.3602198148185881,0.31458464762722277,1.0500600933106916,0.7482927390357286,1.0096756783562777,0.24395752408086765,0.7181299364040209,0.6518002984710207,0.7677480068883041,0.5508029685207719,1.0434293079312704,0.3179576600938358,0.8836425142009257,0.5861285304795835,0.20872904238653686,0.9977782707944441,0.3332404779681247,0.2661828592629967,1.0495660776996258,0.5024439554245281,0.5279911675648803,0.22315268309858088,0.98956466149214,1.14712,0.3182246439930602,0.3222414841209654,0.24098275372953704,0.16711513151130133
HMR_0581,1.0403397831517873,0.44313121195401983,1.0306368339232903,0.5263631928043537,0.17965824716593035,0.3268482479699832,0.5088705776187374,0.9778463085740151,0.3452454437364988,0.5600957874559621,0.4077037520934037,0.7341832741371119,0.5318390684948714,0.922590238480884,1.070974867565571,1.1471199999999995,0.7993160127308465,0.6136273200344293,0.36635263936323076,1.0402992117466832,0.39911917282574155,1.0409239966326715,0.3346721182264288,0.4461617896091364,0.8191432751376791,0.39595062762480504,0.5152250972444334,0.9595511503260648,0.2480409622494427,0.8935174758266919,1.14712,1.14712,0.3349188646266723,0.44440304853207035,0.6648156607738895,0.49518092790499607,0.3129994451177579,1.0133197715904148,0.42704337382781987,1.14712,0.6939500010769417,1.14712,0.4709736553468554,0.5456763285114729,1.14711999995254,1.14712,0.3501194073268738,0.5372061982230706,0.351855788688798,1.053014124090223,0.20184128439018825,1.1471200038731888,0.17025802469052342,0.24572077018994637,0.14651250405672508,1.14712,0.4413530108979528,1.14712,0.9921137662639329,1.14712,0.6083473115866523,1.0565719233254718,1.14712,0.280847850276666,0.11612015466776202,0.2509115277947225,0.383778048720647,1.077929340054901,0.21822535328576745,0.2861628584871502,0.7887687046368486,0.560448365425259,0.3602198148185881,0.31458464762722277,1.0500600933106916,0.7482927390357286,1.0096756783562777,0.24395752408086765,0.7181299364040209,0.6518002984710207,0.7677480068883041,0.5508029685207719,1.0434293079312704,0.3179576600938358,0.8836425142009257,0.5861285304795835,0.20872904238653686,0.9977782707944441,0.3332404779681247,0.2661828592629967,1.0495660776996258,0.5024439554245281,0.5279911675648803,0.22315268309858088,0.98956466149214,1.14712,0.3182246439930602,0.3222414841209654,0.24098275372953704,0.16711513151130133
HMR_0582,0.5201698915758937,0.22156560597700992,0.5153184169616452,0.26318159640217687,0.08982912358296517,0.1634241239849916,0.2544352888093687,0.48892315428700756,0.1726227218682494,0.28004789372798106,0.20385187604670185,0.36709163706855596,0.2659195342474357,0.461295119240442,0.5354874337827855,0.5735599999999997,0.39965800636542326,0.30681366001721466,0.18317631968161538,0.5201496058733416,0.19955958641287078,0.5204619983163358,0.1673360591132144,0.2230808948045682,0.4095716375688396,0.19797531381240252,0.2576125486222167,0.4797755751630324,0.12402048112472135,0.44675873791334597,0.57356,0.57356,0.16745943231333615,0.22220152426603518,0.33240783038694477,0.24759046395249804,0.15649972255887895,0.5066598857952074,0.21352168691390994,0.57356,0.34697500053847086,0.57356,0.2354868276734277,0.2728381642557364,0.57355999997627,0.57356,0.1750597036634369,0.2686030991115353,0.175927894344399,0.5265070620451116,0.10092064219509413,0.5735600019365944,0.08512901234526171,0.12286038509497318,0.07325625202836254,0.57356,0.2206765054489764,0.57356,0.49605688313196644,0.57356,0.30417365579332617,0.5282859616627359,0.57356,0.140423925138333,0.05806007733388101,0.12545576389736124,0.1918890243603235,0.5389646700274505,0.10911267664288372,0.1430814292435751,0.3943843523184243,0.2802241827126295,0.18010990740929406,0.15729232381361138,0.5250300466553458,0.3741463695178643,0.5048378391781388,0.12197876204043383,0.35906496820201045,0.32590014923551036,0.38387400344415207,0.27540148426038596,0.5217146539656352,0.1589788300469179,0.4418212571004628,0.29306426523979173,0.10436452119326843,0.49888913539722207,0.16662023898406236,0.13309142963149834,0.5247830388498129,0.25122197771226407,0.26399558378244015,0.11157634154929044,0.49478233074607,0.57356,0.1591123219965301,0.1611207420604827,0.12049137686476852,0.08355756575565067
HMR_0584,0.5201698915758937,0.22156560597700992,0.5153184169616452,0.26318159640217687,0.08982912358296517,0.1634241239849916,0.2544352888093687,0.48892315428700756,0.1726227218682494,0.28004789372798106,0.20385187604670185,0.36709163706855596,0.2659195342474357,0.461295119240442,0.5354874337827855,0.5735599999999997,0.39965800636542326,0.30681366001721466,0.18317631968161538,0.5201496058733416,0.19955958641287078,0.5204619983163358,0.1673360591132144,0.2230808948045682,0.4095716375688396,0.19797531381240252,0.2576125486222167,0.4797755751630324,0.12402048112472135,0.44675873791334597,0.57356,0.57356,0.16745943231333615,0.22220152426603518,0.33240783038694477,0.24759046395249804,0.15649972255887895,0.5066598857952074,0.21352168691390994,0.57356,0.34697500053847086,0.57356,0.2354868276734277,0.2728381642557364,0.57355999997627,0.57356,0.1750597036634369,0.2686030991115353,0.175927894344399,0.5265070620451116,0.10092064219509413,0.5735600019365944,0.08512901234526171,0.12286038509497318,0.07325625202836254,0.57356,0.2206765054489764,0.57356,0.49605688313196644,0.57356,0.30417365579332617,0.5282859616627359,0.57356,0.140423925138333,0.05806007733388101,0.12545576389736124,0.1918890243603235,0.5389646700274505,0.10911267664288372,0.1430814292435751,0.3943843523184243,0.2802241827126295,0.18010990740929406,0.15729232381361138,0.5250300466553458,0.3741463695178643,0.5048378391781388,0.12197876204043383,0.35906496820201045,0.32590014923551036,0.38387400344415207,0.27540148426038596,0.5217146539656352,0.1589788300469179,0.4418212571004628,0.29306426523979173,0.10436452119326843,0.49888913539722207,0.16662023898406236,0.13309142963149834,0.5247830388498129,0.25122197771226407,0.26399558378244015,0.11157634154929044,0.49478233074607,0.57356,0.1591123219965301,0.1611207420604827,0.12049137686476852,0.08355756575565067
HMR_0586,0.5201698915758937,0.22156560597700992,0.5153184169616452,0.26318159640217687,0.08982912358296517,0.1634241239849916,0.2544352888093687,0.48892315428700756,0.1726227218682494,0.28004789372798106,0.20385187604670185,0.36709163706855596,0.2659195342474357,0.461295119240442,0.5354874337827855,0.5735599999999997,0.39965800636542326,0.30681366001721466,0.18317631968161538,0.5201496058733416,0.19955958641287078,0.5204619983163358,0.1673360591132144,0.2230808948045682,0.4095716375688396,0.19797531381240252,0.2576125486222167,0.4797755751630324,0.12402048112472135,0.44675873791334597,0.57356,0.57356,0.16745943231333615,0.22220152426603518,0.33240783038694477,0.24759046395249804,0.15649972255887895,0.5066598857952074,0.21352168691390994,0.57356,0.34697500053847086,0.57356,0.2354868276734277,0.2728381642557364,0.57355999997627,0.57356,0.1750597036634369,0.2686030991115353,0.175927894344399,0.5265070620451116,0.10092064219509413,0.5735600019365944,0.08512901234526171,0.12286038509497318,0.07325625202836254,0.57356,0.2206765054489764,0.57356,0.49605688313196644,0.57356,0.30417365579332617,0.5282859616627359,0.57356,0.140423925138333,0.05806007733388101,0.12545576389736124,0.1918890243603235,0.5389646700274505,0.10911267664288372,0.1430814292435751,0.3943843523184243,0.2802241827126295,0.18010990740929406,0.15729232381361138,0.5250300466553458,0.3741463695178643,0.5048378391781388,0.12197876204043383,0.35906496820201045,0.32590014923551036,0.38387400344415207,0.27540148426038596,0.5217146539656352,0.1589788300469179,0.4418212571004628,0.29306426523979173,0.10436452119326843,0.49888913539722207,0.16662023898406236,0.13309142963149834,0.5247830388498129,0.25122197771226407,0.26399558378244015,0.11157634154929044,0.49478233074607,0.57356,0.1591123219965301,0.1611207420604827,0.12049137686476852,0.08355756575565067
HMR_0589,177.96121548510507,35.26988217608757,185.4896263550463,25.372372253925345,7.155208971493629,13.476762776732258,69.54707303696618,103.03717483204966,29.274503566199744,19.248163668552806,24.405474505238168,158.11283696171435,24.618439589517912,134.04690107201043,203.14088005482287,73.11470112766666,47.194813682984275,129.62976221860987,166.6644950075274,153.94697240504797,33.84263531988293,193.2541102480642,198.51261305951124,58.55192134446004,127.98030701033849,37.35904228593982,103.04575081890087,173.3864203531091,32.5515883477085,109.04111005068704,105.17964239585307,76.07255091564696,29.045157196122652,41.07262799503181,46.60336650229879,159.02991833839008,219.8391570334887,183.5134775128342,56.04292123927945,44.628299999999996,28.511069525764466,105.91117821752263,48.400278187103574,12.62041056474307,46.7914999980641,107.92937644371366,45.947825377272586,20.89981813250459,202.92701269592663,172.4410892923451,22.25892921229945,105.8919151616713,174.4141286711364,231.42143161149713,82.85116959812865,83.57842305876169,35.94082213848453,46.79150000000001,156.54962263463224,91.41980000000001,396.57942943647595,155.786222852504,181.00867987438562,38.38332734202656,9.588355121711428,32.92830623780071,29.41043406013335,195.0974675387128,16.145236842061056,14.46892137382444,134.40804974838522,140.79496090249174,248.3887477449612,41.28443083433997,155.21878682177635,0.0,144.85564477884463,246.79850758294384,157.18589747780968,229.97060989141136,63.02627901879282,138.89950495772686,128.57184023816023,0.0,94.26921142466591,217.69761539605057,11.887180102206035,168.30643125813168,37.249118208261955,10.426237550992509,147.22039545767123,49.570650867539406,21.53697844786265,74.40972549752891,151.68951977235469,46.7915,13.301444489004673,22.155585408756316,348.01175495359905,135.74970121476377
HMR_0590,0.0,0.0,0.0,0.0,0.0,0.0,102.70604969647943,0.0,35.004383159486046,0.0,0.0,0.0,0.0,0.0,0.0,20.360133333333344,0.0,0.0,0.0,0.0,0.0,0.0,0.0,179.75571229716616,0.0,208.6598369590029,0.0,0.0,320.1334957040296,0.0,0.0,0.0,257.91173631740315,180.9184285081282,138.96727035608782,0.0,0.0,0.0,193.63284754654455,46.79150000000001,9.721621121407738,0.0,0.0,0.0,0.0,0.0,243.24250691659932,0.0,0.0,0.0,303.34293746300955,0.0,0.0,0.0,423.12513613585753,0.0,196.95280159353558,0.0,0.0,0.0,0.0,0.0,0.0,278.327325717436,323.4389054564719,131.62684682106817,228.624890339031,0.0,193.91832335985669,0.0,0.0,0.0,0.0,271.8697632780664,0.0,169.80831617510114,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.202590640589276,0.0,0.0,76.6712276484861,0.0,0.0,157.06316483889853,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HMR_0591,0.0,215.79720540786633,0.0,48.632618016070204,32.1266570456025,9.352590273469797,0.0,0.0,0.0,103.1491499664134,0.0,0.0,89.13837357776649,0.0,0.0,0.0,0.0,42.497334044568554,48.92806000432331,0.0,0.0,0.0,9.6347915515646,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6693578995135687,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,75.81402427064661,133.26444151609337,0.0,0.0,0.0,145.60710043597868,0.0,0.0,0.0,0.0,75.36308542021662,0.0,0.0,0.0,12.491750745366572,0.0,0.0,0.0,9.411694713025536,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.189171206600708,0.0,0.0,0.0,0.0,0.386155550435177,0.0,0.0,0.0,0.0,0.0,0.0,19.23157301335541,0.0,12.96962467072383,14.260057419139253,0.0,233.84236306249673,0.0,0.0,48.23204168837967,1.7649056152076026,0.0,0.0,24.64420918473491,0.5849281515258818,0.0,0.0,272.35442938935336,0.0,0.0
HMR_0592,10.73326979492961,1.1964450011018815,2.782697888649152,21.899144429688423,0.4850735085451562,14.286304644296466,21.171370695431218,26.58066720205253,0.932155474876808,23.30257645601988,18.33430039925159,1.9822794796163112,1.4359543578198584,38.38402296762277,2.891609735532539,50.13979999999998,2.1581365111147726,1.6567809258060486,0.9891444614650589,46.78190513414438,241.8403903524584,2.810473012736863,15.05009242449026,1.2046274973650684,2.211669704788008,17.80576635086316,21.435748115750062,2.5907680301885487,0.6697054085701356,39.055013890835454,3.0972,3.0972,15.061188526994272,18.489223178671217,1.7949883748421183,1.3369781451873857,13.02222524057427,2.735942182657292,1.153008174750265,3.0972000000000004,31.2066977958319,3.0972,1.2716190157440204,1.4733146703620665,3.09719999987186,3.0972,0.945315074597944,1.450445495795117,15.379366477525103,29.517495715699837,9.076734570087257,51.585600174176,0.4596931045326463,11.049980265979581,6.5886179556355025,54.19694272199916,1.1916438954539539,49.205084259080245,52.143812106628566,3.0972000000000004,129.92262286903394,43.95828102262199,60.2906761076462,11.684570122026484,0.3135219881416003,0.6774558754845305,17.25836957779815,2.9103866657525277,9.079184477857499,219.0934904254037,2.1296589999313476,25.203174209743747,0.9725859635052402,0.8493719668657458,43.68735876220397,2.0203747396449008,45.40477515291827,10.149761851873778,29.877528314256665,1.7598471689312762,2.072903555804498,24.76942395993892,43.41148740818209,13.228509926431727,39.73710621431348,1.5825347693365697,0.5635640474227475,37.83839279310641,5.613018140147937,0.718688150942668,43.666805426854644,1.356588167533343,244.43632396746773,0.6025075755744166,2.671803882395439,121.91483361017633,208.28450184268394,0.8700452652028159,10.836913261725371,0.4512073587042354
HMR_0593,2.1895637234669088,0.0,0.0,177.69611322261431,0.0,269.6655347265311,0.0,2.0580360753802958,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7710485190866239,2.189478334367823,1.2212453270876722e-15,0.0,0.0,0.35008404872898247,0.0,0.0,0.0,39.35053084623138,0.5220424150558176,1.8805523762887772,0.0,0.0,0.0,0.9353182579599147,1.3992123315837937,0.38854726722838473,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.43137666010665593,0.0,1.2071500000000006,0.736883050691533,0.4246807190816048,0.0,0.0,2.7755575615628914e-17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2803655366166178,0.0,0.0,0.5910898292445033,0.0,0.19835453947141501,0.0,0.0,0.17251494912341642,0.0,0.0,0.0,0.0,0.6620943883520506,0.0,0.5871532655129984,2.125026143956658,0.5134481574625486,1.51142086744214,0.0,0.0,0.0,0.0,593.3735152363984,1.8597689187140793,0.0,0.0,2.099986121050077,10.074052511772386,209.83101894445085,0.0,0.0,0.0,340.23290022379115,0.0,0.0,0.0,0.6782094420054108,0.0,0.0
HMR_0597,177.96121548510507,35.26988217608757,185.4896263550463,25.372372253925345,7.155208971493629,13.476762776732258,69.54707303696618,103.03717483204966,29.274503566199744,19.248163668552806,24.405474505238168,158.11283696171435,24.618439589517912,134.04690107201043,203.14088005482287,73.11470112766666,47.194813682984275,129.62976221860987,166.6644950075274,153.94697240504797,33.84263531988293,193.2541102480642,198.51261305951124,58.55192134446004,127.98030701033849,37.35904228593982,103.04575081890087,173.3864203531091,32.5515883477085,109.04111005068704,105.17964239585307,76.07255091564696,29.045157196122652,41.07262799503181,46.60336650229879,159.02991833839008,219.8391570334887,183.5134775128342,56.04292123927945,44.628299999999996,28.511069525764466,105.91117821752263,48.400278187103574,21.22934557126418,46.7914999980641,107.92937644371366,45.947825377272586,20.89981813250459,202.92701269592663,172.4410892923451,22.25892921229945,105.8919151616713,174.4141286711364,231.42143161149713,82.85116959812865,83.57842305876169,35.94082213848453,46.79150000000001,156.54962263463224,91.41980000000001,396.57942943647595,155.786222852504,181.00867987438562,38.38332734202656,9.588355121711428,32.92830623780071,29.41043406013335,195.0974675387128,16.145236842061056,14.46892137382444,134.40804974838522,140.79496090249174,248.3887477449612,41.28443083433997,155.21878682177635,29.112065734629493,144.85564477884463,246.79850758294384,157.18589747780968,229.97060989141136,63.02627901879282,138.89950495772686,128.57184023816023,0.0,94.26921142466591,217.69761539605057,11.887180102206035,168.30643125813168,37.249118208261955,10.426237550992298,147.22039545767123,49.570650867539406,21.53697844786265,74.40972549752891,151.68951977235469,46.7915,13.301444489004673,22.155585408756316,348.01175495359905,135.74970121476377
HMR_0598,99.4748649429281,0.0,0.0,0.0,0.0,10.184982740370868,151.49608107028294,49.048154863195904,36.76452953785717,99.5507744422527,7.775069564099925,99.60205510370454,69.58220784065388,0.0,91.27133717720756,20.360133333333344,14.590382403174491,148.38846185123217,186.39605855109787,111.51273660892818,2.034807929640646,0.0,194.49599026907865,202.7507419705636,62.6986325696247,229.86788911966806,82.02950566781571,96.91493153539274,332.9174440832505,0.0,60.05750029536663,0.0,273.29541428364666,203.8636720574279,158.45253065232146,119.56644338120238,207.07178000560359,0.0,215.6425204537709,46.79150000000001,9.721621121407738,0.0,86.68002759803326,102.39714302053486,0.0,0.0,243.24250691659932,69.77649463019344,189.31520686410371,111.65201221092146,317.36867707130637,33.62431169211469,236.2084901866153,221.39837960443342,500.0,0.0,210.21171872586228,0.0,0.0,0.0,0.0,0.0,134.2171798743856,305.25475290409906,323.4389054564719,144.5587431900775,242.38085880993899,109.19182150172361,201.1620576404848,0.0,71.54707859963028,10.687968913440836,146.3631918560446,288.0833509842671,0.0,169.80831617510114,103.67055559566609,236.8473791151035,127.8930798830953,0.97770044770661,0.0,99.84038751986913,86.00992652201367,0.0,0.0,175.18865621557723,0.0,0.0,76.6712276484861,37.44481965602318,106.17306597569454,164.9007713619462,0.0,81.26976767416028,64.08238410139421,0.0,0.32092943443211297,53.805048474500104,8.63767788018814,2.6068233694367473
HMR_0599,0.0,215.79720540786633,0.0,48.632618016070204,32.1266570456025,9.352590273469797,0.0,0.0,0.0,103.1491499664134,0.3199076737159853,0.0,89.13837357776649,0.7293405906181235,0.0,49.09763446100002,0.0,42.497334044568554,48.92806000432331,3.6060043839825084e-13,0.0,0.0,9.6347915515646,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6693578995135687,31.695350915646955,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.20456150969664577,59.119678217522626,75.81402427064661,133.26444151609337,0.0,0.0,0.0,145.60710043597868,0.0,0.0,0.15956275649594434,59.99698767339495,75.3630854202161,0.0,0.11582337616931682,37.69376245876168,12.491750745366572,67.22820669962053,0.0,0.0,9.411694713025536,0.0,0.9068394000000002,0.0,0.035200793182649015,0.198354539471415,0.0,3.730349362740526e-14,0.17251494912341642,26.189171206600708,0.0,0.0,0.0,0.0,0.8239371847530625,0.0,0.0,0.0,0.0,0.5114397798417417,1.840553689160882,19.23157301335541,0.0,12.96962467072383,14.260057419139253,0.0,233.84236306249673,0.0,0.0,234.56229428281975,1.7649056152075957,0.0,8.521187087191714e-14,24.64420918473491,0.7734296563671693,0.0,0.0,272.35442938935336,0.0,0.0
HMR_0600,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,240.7627769361847,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,206.5855152423592,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,243.01075886165322,0.0,0.0,118.81763361017633,0.0,0.0,0.0,0.0
HMR_0601,2.1895637234669088,0.0,0.0,177.69611322261431,0.0,269.6655347265311,0.0,2.0580360753802958,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7710485190866239,2.189478334367823,1.2212453270876722e-15,0.0,0.0,0.35008404872898247,0.0,0.0,0.0,39.35053084623138,0.5220424150558176,1.8805523762887772,0.0,0.0,0.0,0.9353182579599147,1.3992123315837937,0.38854726722838473,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.43137666010665593,0.0,1.2071500000000006,0.736883050691533,0.4246807190816048,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2803655366166178,0.0,0.0,0.5910898292445033,0.0,0.19835453947141501,0.0,0.0,0.17251494912341642,0.0,0.0,0.0,0.0,0.6620943883520506,0.0,0.5871532655129984,2.125026143956658,0.5134481574625486,1.51142086744214,0.0,0.0,0.0,0.0,593.3735152363984,1.8597689187140793,0.0,0.0,2.099986121050077,10.074052511772386,209.83101894445085,0.0,0.0,0.0,340.23290022379115,0.0,0.0,0.0,0.6782094420054108,0.0,0.0
HMR_0607,-10.73326979492961,-1.1964450011018815,-2.782697888649152,-21.899144429688423,-0.4850735085451562,-14.286304644296466,-21.171370695431218,-26.58066720205253,-0.932155474876808,-23.30257645601988,-18.33430039925159,-1.9822794796163112,-1.4359543578198584,-38.38402296762277,-2.891609735532539,-50.13979999999998,-2.1581365111147726,-1.6567809258060486,-0.9891444614650589,-46.78190513414438,-1.0776134162736923,-2.810473012736863,-15.05009242449026,-1.2046274973650684,-2.211669704788008,-17.80576635086316,-21.435748115750062,-2.5907680301885487,-0.6697054085701356,-39.055013890835454,-3.0972,-3.0972,-15.061188526994272,-18.489223178671217,-1.7949883748421183,-1.3369781451873857,-13.02222524057427,-2.735942182657292,-1.153008174750265,-3.0972000000000004,-31.2066977958319,-3.0972,-1.2716190157440204,-1.4733146703620665,-3.09719999987186,-3.0972,-0.945315074597944,-1.450445495795117,-15.379366477525103,-29.517495715699837,-9.076734570087257,-51.585600174176,-0.4596931045326463,-11.049980265979581,-6.5886179556355025,-54.19694272199916,-1.1916438954539539,-49.205084259080245,-52.143812106628566,-3.0972000000000004,-129.92262286903394,-43.95828102262199,-60.2906761076462,-11.684570122026484,-0.3135219881416003,-0.6774558754845305,-17.25836957779815,-2.9103866657525277,-9.079184477857499,-12.507975183044506,-2.1296589999313476,-25.203174209743747,-0.9725859635052402,-0.8493719668657458,-43.68735876220397,-2.0203747396449008,-45.40477515291827,-10.149761851873778,-29.877528314256665,-1.7598471689312762,-2.072903555804498,-24.76942395993892,-43.41148740818209,-13.228509926431727,-39.73710621431348,-1.5825347693365697,-0.5635640474227475,-37.83839279310641,-5.613018140147937,-0.718688150942668,-43.666805426854644,-1.356588167533343,-1.4255651058145158,-0.6025075755744166,-2.671803882395439,-3.0972,-208.28450184268394,-0.8700452652028159,-10.836913261725371,-0.4512073587042354
HMR_0610,10.73326979492961,1.1964450011018815,2.782697888649152,21.899144429688423,0.4850735085451562,14.286304644296466,21.171370695431218,26.58066720205253,0.932155474876808,23.30257645601988,18.33430039925159,1.9822794796163112,1.4359543578198584,38.38402296762277,2.891609735532539,50.13979999999998,2.1581365111147726,1.6567809258060486,0.9891444614650589,46.78190513414438,1.0776134162736923,2.810473012736863,15.05009242449026,1.2046274973650684,2.211669704788008,17.80576635086316,21.435748115750062,2.5907680301885487,0.6697054085701356,39.055013890835454,3.0972,3.0972,15.061188526994272,18.489223178671217,1.7949883748421183,1.3369781451873857,13.02222524057427,2.735942182657292,1.153008174750265,3.0972000000000004,31.2066977958319,3.0972,1.2716190157440204,1.4733146703620665,3.09719999987186,3.0972,0.945315074597944,1.450445495795117,15.379366477525103,29.517495715699837,9.076734570087257,51.585600174176,0.4596931045326463,11.049980265979581,6.5886179556355025,54.19694272199916,1.1916438954539539,49.20508425908025,52.143812106628566,3.0972000000000004,129.92262286903394,43.95828102262199,60.2906761076462,11.684570122026484,0.3135219881416003,0.6774558754845305,17.25836957779815,2.9103866657525277,9.079184477857499,12.507975183044506,2.1296589999313476,25.203174209743747,0.9725859635052402,0.8493719668657458,43.68735876220397,2.0203747396449008,45.40477515291827,10.149761851873778,29.877528314256665,1.7598471689312762,2.072903555804498,24.76942395993892,43.41148740818209,13.228509926431727,39.73710621431348,1.5825347693365697,0.5635640474227475,37.83839279310641,5.613018140147937,0.718688150942668,43.666805426854644,1.356588167533343,1.4255651058145158,0.6025075755744166,2.671803882395439,3.0972,208.28450184268394,0.8700452652028159,10.836913261725371,0.4512073587042354
HMR_0614,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.360133333333344,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,46.79150000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05659634346113762,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,59.63523654377789,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
